eid,doi,title,subtype,subtypeDescription,creator,affilname,affiliation_city,affiliation_country,coverDate,coverDisplayDate,publicationName,issn,source_id,aggregationType,authkeywords,citedby_count,openaccess
2-s2.0-85102211699,10.1037/fsh0000537,Four innovations: A robust integrated behavioral health program in pediatric primary care.,ar,Article,Herbst R.B.,Cincinnati Children's Hospital Medical Center,Cincinnati,United States,2020-12-01,December 2020,"Families, Systems and Health",10917527,13277,Journal,,17,0
2-s2.0-85096587180,10.4018/978-1-7998-5030-4,Multidisciplinary perspectives on international student experience in Canadian higher education,bk,Book,Tavares V.,York University,Toronto,Canada,2020-10-02,2 October 2020,Multidisciplinary Perspectives on International Student Experience in Canadian Higher Education,,21101028347,Book,,1,0
2-s2.0-85128084872,10.4018/978-1-7998-3343-7,Impacts of climate change on agriculture and aquaculture,bk,Book,Karmaoui A.,Southern Center for Culture and Sciences,Zagora,Morocco,2020-08-28,28 August 2020,Impacts of Climate Change on Agriculture and Aquaculture,,21101084897,Book,,2,0
2-s2.0-85097017579,10.2196/17687,What you need to know before implementing a clinical research data warehouse: Comparative review of integrated data repositories in health care institutions,re,Review,Gagalova K.K.,British Columbia Cancer Agency;The University of British Columbia;BC​ Children​'​​s Hospital,Vancouver;Vancouver;Vancouver,Canada;Canada;Canada,2020-08-01,August 2020,JMIR Formative Research,,21101028582,Journal,,29,1
2-s2.0-85085265922,10.2196/16157,"Supporting self-management of cardiovascular diseases through remote monitoring technologies: Metaethnography review of frameworks, models, and theories used in research and development",re,Review,Cruz-Martínez R.R.,Universiteit Twente,Enschede,Netherlands,2020-05-01,May 2020,Journal of Medical Internet Research,,23709,Journal,,18,1
2-s2.0-85098122954,10.1007/978-3-030-39051-8,The burden of adult ADHD in comorbid psychiatric and neurological disorders,bk,Book,Pallanti S.,Istituto di Neuroscienze,Florence,Italy,2020-04-22,22 April 2020,The Burden of Adult ADHD in Comorbid Psychiatric and Neurological Disorders,,21101067978,Book,,15,0
2-s2.0-85125612287,10.17226/25955,Sexually transmitted infections,bk,Book,Vermund S.H.,,,,2020-01-01,1 January 2020,Sexually Transmitted Infections,,21101078805,Book,,41,0
2-s2.0-85108762199,10.4324/9780429423031,Detecting malingering and deception: Forensic distortion analysis (FDA-5),bk,Book,Hall H.V.,Pacific Institute for the Study of Conflict and Aggression,Kamuela,United States,2020-01-01,1 January 2020,Detecting Malingering and Deception: Forensic Distortion Analysis (FDA-5),,21101050010,Book,,5,0
2-s2.0-85102092342,10.1155/2020/8090521,Industry 4.0 Disruption and Its Neologisms in Major Industrial Sectors: A State of the Art,re,Review,Bongomin O.,Moi University,Eldoret,Kenya,2020-01-01,2020,Journal of Engineering (United Kingdom),23144904,21100463939,Journal,,90,0
2-s2.0-85097985841,10.1007/978-3-030-34957-8,Internet Computing: Principles of Distributed Systems and Emerging Internet-Based Technologies,bk,Book,Sunyaev A.,Karlsruher Institut für Technologie,Karlsruhe,Germany,2020-01-01,1 January 2020,Internet Computing: Principles of Distributed Systems and Emerging Internet-Based Technologies,,21101137945,Book,,144,0
2-s2.0-85096261738,10.4324/9781003032205,Destination marketing: Essentials,bk,Book,Pike S.,Queensland University of Technology,Brisbane,Australia,2020-01-01,1 January 2020,Destination Marketing: Essentials,,21101028051,Book,,7,0
2-s2.0-85130278234,10.4018/978-1-7998-1947-9,Handbook of research on social media applications for the tourism and hospitality sector,bk,Book,Ramos C.M.Q.,Universidade do Algarve,Faro,Portugal,2019-12-27,27 December 2019,Handbook of Research on Social Media Applications for the Tourism and Hospitality Sector,,21101089354,Book,,0,0
2-s2.0-85137595170,10.4018/978-1-7998-1204-3.ch101,Information and communication technologies in the healthcare: Future trends for project success,ch,Book Chapter,Gomes J.,Universidade de Lisboa,Lisbon,Portugal,2019-12-06,6 December 2019,"Data Analytics in Medicine: Concepts, Methodologies, Tools, and Applications",,21101106178,Book,,1,0
2-s2.0-85125212908,,Compilation of References,ch,Book Chapter,,,,,2019-12-06,6 December 2019,Recent Developments in Technology-Enhanced and Computer-Assisted Language Learning,,21101077419,Book,,0,0
2-s2.0-85078086296,10.2478/ijcss-2019-0016,Evaluation of mobile applications for fitness training and physical activity in healthy low-trained people-A modular interdisciplinary framework,ar,Article,Wiemeyer J.,Technische Universität,Darmstadt,Germany,2019-12-01,1 December 2019,International Journal of Computer Science in Sport,,21100224419,Journal,,6,1
2-s2.0-85125023081,10.4018/978-1-7998-0301-0,"Artificial intelligence and machine learning applications in civil, mechanical, and industrial engineering",bk,Book,Bekdaş G.,Istanbul University-Cerrahpasa,Istanbul,Turkey,2019-11-29,29 November 2019,"Artificial Intelligence and Machine Learning Applications in Civil, Mechanical, and Industrial Engineering",,21101077209,Book,,0,0
2-s2.0-85125614431,10.4018/9781799812197,International approaches to bridging the language gap,bk,Book,Huertas-Abril C.A.,Universidad de Córdoba,Cordoba,Spain,2019-11-15,15 November 2019,International Approaches to Bridging the Language Gap,,21101078750,Book,,0,0
2-s2.0-85073442813,10.2196/13606,Identifying frameworks for validation and monitoring of consensual behavioral intervention technologies: Narrative review,re,Review,Carbonnel F.,Dynamique des Capacités Humaines et des Conduites de Santé;Université de Montpellier;Université de Perpignan Via Domitia,Montpellier;Montpellier;Perpignan,France;France;France,2019-10-01,October 2019,Journal of Medical Internet Research,,23709,Journal,,16,1
2-s2.0-85055203735,10.1016/j.inffus.2018.10.005,Data fusion and machine learning for industrial prognosis: Trends and perspectives towards Industry 4.0,ar,Article,Diez-Olivan A.,TECNALIA,Donostia-San Sebastian,Spain,2019-10-01,October 2019,Information Fusion,15662535,26099,Journal,,512,0
2-s2.0-85070287164,10.1002/14651858.CD001871.pub4,Interventions for preventing obesity in children,re,Review,Brown T.,"Fuse, The Centre for Translational Research in Public Health;Faculty of Social Sciences &amp; Health",Newcastle;Durham,United Kingdom;United Kingdom,2019-07-23,23 July 2019,Cochrane Database of Systematic Reviews,,29775,Journal,,465,0
2-s2.0-85175672754,10.4018/978-1-5225-9331-7,Cases on digital learning and teaching transformations in higher education,bk,Book,Blankenship R.J.,Florida A and M University's College of Education,,United States,2019-06-28,28 June 2019,Cases on Digital Learning and Teaching Transformations in Higher Education,,21101185361,Book,,0,0
2-s2.0-85143954047,10.1016/C2016-0-02627-X,"Assistive Technologies: Principles and Practice, 5th EDITION",bk,Book,Cook A.M.,University of Alberta,Edmonton,Canada,2019-01-01,1 January 2019,"Assistive Technologies: Principles and Practice, 5th Edition",,21101126032,Book,,12,0
2-s2.0-85078962622,10.4324/9781315213026,The psychology of exercise: Integrating theory and practice,bk,Book,Lox C.L.,University of North Florida,Jacksonville,United States,2019-01-01,1 January 2019,The Psychology of Exercise: Integrating Theory and Practice,,21100956873,Book,,17,0
2-s2.0-85073595195,10.1109/ACCESS.2019.2941898,"Big Data Features, Applications, and Analytics in Cardiology - A Systematic Literature Review",ar,Article,Nazir S.,University of Swabi,Swabi,Pakistan,2019-01-01,2019,IEEE Access,,21100374601,Journal,,35,1
2-s2.0-85065467021,10.1007/978-3-030-12259-1,Designing Digital Work: Concepts and Methods for Human-centered Digitization,bk,Book,Oppl S.,Johannes Kepler University Linz,Linz,Austria,2019-01-01,1 January 2019,Designing Digital Work: Concepts and Methods for Human-centered Digitization,,21101137640,Book,,11,0
2-s2.0-85061277990,10.17226/24783,"How people learn II: Learners, contexts, and cultures",bk,Book,,,,,2018-10-27,27 October 2018,"How People Learn II: Learners, Contexts, and Cultures",,21100897835,Book,,255,0
2-s2.0-85071187003,10.1016/C2017-0-01893-1,Human microbiota in health and disease: From pathogenesis to therapy,bk,Book,Tungland B.,,,,2018-05-26,26 May 2018,Human Microbiota in Health and Disease: From Pathogenesis to Therapy,,21100966662,Book,,14,0
2-s2.0-85049212823,10.17226/24951,Getting to zero alcohol-impaired driving fatalities: A comprehensive approach to a persistent problem,bk,Book,Teutsch S.M.,"University of Southern California;University of California, Los Angeles;Public Health Institute",Los Angeles;Los Angeles;Oakland,United States;United States;United States,2018-05-25,25 May 2018,Getting to Zero Alcohol-Impaired Driving Fatalities: A Comprehensive Approach to a Persistent Problem,,21100866296,Book,,27,0
2-s2.0-85148812001,10.1201/9781466584730,"Human Factors in Simple and Complex Systems, Third Edition",bk,Book,Proctor R.W.,Purdue University,West Lafayette,United States,2018-01-01,1 January 2018,"Human Factors in Simple and Complex Systems, Third Edition",,21101137461,Book,,2,0
2-s2.0-85130970036,10.1201/b19401,"Human Safety and Risk Management: A Psychological Perspective, Third Edition",bk,Book,Glendon A.I.,Griffith University,Brisbane,Australia,2018-01-01,1 January 2018,"Human Safety and Risk Management: A Psychological Perspective, Third Edition",,21101090247,Book,,3,0
2-s2.0-85061342457,,Seeing service certification “eye to eye” - The role of perceptual congruence between customers and providers in IS certification,cp,Conference Paper,Siegfried N.,Technische Universität Darmstadt,Darmstadt,Germany,2018-01-01,2018,"26th European Conference on Information Systems: Beyond Digitization - Facets of Socio-Technical Change, ECIS 2018",,21100897929,Conference Proceeding,,1,0
2-s2.0-85052224749,,Research Methods in Human-Computer Interaction,bk,Book,Lazar J.,Towson University,Towson,United States,2017-04-19,19 April 2017,Research Methods in Human-Computer Interaction,,21100957306,Book,,851,0
2-s2.0-85147613098,10.1108/9781787141827,Design of Technology-Enhanced Learning: Integrating Research and Practice,bk,Book,Bower M.,Macquarie University,Sydney,Australia,2017-01-01,1 January 2017,Design of Technology-Enhanced Learning: Integrating Research and Practice,,21101134016,Book,,83,0
2-s2.0-85136668874,10.1016/C2015-0-04093-X,"Language Disorders from Infancy through Adolescence: Listening, Speaking, Reading, Writing, and Communicating",bk,Book,Paul R.,Sacred Heart University Fairfield,Fairfield,United States,2017-01-01,1 January 2017,"Language Disorders from Infancy through Adolescence: Listening, Speaking, Reading, Writing, and Communicating",,21101103929,Book,,32,0
2-s2.0-85048586838,10.1017/9781108186148,The first global integrated marine assessment: World ocean assessment i,bk,Book,Inniss L.,,,,2017-01-01,1 January 2017,The First Global Integrated Marine Assessment: World Ocean Assessment I,,21100864667,Book,,21,0
2-s2.0-85016877854,,Discover Digital Libraries: Theory and Practice,bk,Book,Xie I.,University of Wisconsin-Milwaukee,Milwaukee,United States,2016-07-21,21 July 2016,Discover Digital Libraries: Theory and Practice,,21100805053,Book,,50,0
2-s2.0-105000658809,,"The california nitrogen assessment: Challenges and solutions for people, agriculture, and the environment",bk,Book,Tomich T.P.,"University of California, Davis",Davis,United States,2016-06-14,14 June 2016,"The California Nitrogen Assessment: Challenges and Solutions for People, Agriculture, and the Environment",,21101284287,Book,,45,0
2-s2.0-84961575597,10.1016/j.jbi.2015.11.008,An evaluation of patients' experienced usability of a diabetes mHealth system using a multi-method approach,ar,Article,Georgsson M.,University of Utah School of Medicine;Blekinge Tekniska Högskola,Salt Lake City;Karlskrona,United States;Sweden,2016-02-01,"February 01, 2016",Journal of Biomedical Informatics,15320464,23706,Journal,,73,1
2-s2.0-85009698521,10.17226/21794,Improving diagnosis in health care,bk,Book,Balogh E.P.,"National Academies of Sciences, Engineering, and Medicine","Washington, D.C.",United States,2016-01-29,29 January 2016,Improving Diagnosis in Health Care,,21100810510,Book,,431,0
2-s2.0-85167752834,10.1016/B978-0-7020-5246-0.00027-9,"Veterinary Medicine, Eleventh Edition",bk,Book,Constable P.D.,University of Illinois Urbana-Champaign,Urbana,United States,2016-01-01,1 January 2016,"Veterinary Medicine, Eleventh Edition",,21101171485,Book,,1,0
2-s2.0-85028493931,,Big data is not a monolith,bk,Book,Sugimoto C.R.,"Luddy School of Informatics, Computing, and Engineering",Bloomington,United States,2016-01-01,1 January 2016,Big Data Is Not a Monolith,,21100953883,Book,,14,0
2-s2.0-85014417227,10.17226/21693,Cognitive aging: Progress in understanding and opportunities for action,bk,Book,Blazer D.G.,Duke University Medical Center,Durham,United States,2015-08-21,21 August 2015,Cognitive Aging: Progress in Understanding and Opportunities for Action,,21100965321,Book,,212,0
2-s2.0-84973162749,,Informatics and nursing: Opportunities and challenges: Fifth edition,bk,Book,Sewell J.,Georgia College &amp; State University,Milledgeville,United States,2015-08-10,10 August 2015,Informatics and Nursing: Opportunities and Challenges: Fifth Edition,,21100464577,Book,,3,0
2-s2.0-84944405463,10.4018/978-1-4666-8705-9,Fuzzy logic-based modeling in collaborative and blended learning,bk,Book,Hadjileontiadou S.J.,Hellenic Open University,Patra,Greece,2015-07-31,"July 31, 2015",Fuzzy Logic-Based Modeling in Collaborative and Blended Learning,,21100416570,Book,,12,0
2-s2.0-85152345773,,"Meyler’s Side Effects of Drugs: The International Encyclopedia of Adverse Drug Reactions and Interactions, Sixteenth Edition",bk,Book,Aronson J.K.,,,,2015-01-01,1 January 2015,Meyler's Side Effects of Drugs: The International Encyclopedia of Adverse Drug Reactions and Interactions,,21101146072,Book,,34,0
2-s2.0-84971207153,,Fundamentals of nursing: The art and science of person-centered nursing care: Eighth edition,bk,Book,Taylor C.,Georgetown University Medical Center,"Washington, D.C.",United States,2014-12-03,3 December 2014,Fundamentals of Nursing: The Art and Science of Person-Centered Nursing Care: Eighth Edition,,21100463574,Book,,11,0
2-s2.0-84916916265,10.1002/14651858.CD007768.pub3,Interventions to improve safe and effective medicines use by consumers: An overview of systematic reviews,re,Review,Ryan R.,La Trobe University,Melbourne,Australia,2014-04-29,29 April 2014,Cochrane Database of Systematic Reviews,,29775,Journal,,216,0
2-s2.0-85011253100,10.17226/18359,Delivering high-quality cancer care: Charting a new course for a system in crisis,bk,Book,Levit L.A.,NCPF,,United States,2014-01-27,27 January 2014,Delivering High-Quality Cancer Care: Charting a New Course for a System in Crisis,,21100965350,Book,,216,0
2-s2.0-85028500234,10.1007/978-1-4471-4474-8,Biomedical informatics: Computer applications in health care and biomedicine: Fourth edition,bk,Book,Shortliffe E.H.,New York Academy of Medicine;Arizona State University,New York;Tempe,United States;United States,2014-01-01,1 January 2014,Biomedical Informatics: Computer Applications in Health Care and Biomedicine: Fourth Edition,,21100828617,Book,,46,0
2-s2.0-85017359467,,Assistive technologies: Principles and practice: Fourth edition,bk,Book,Cook A.M.,University of Alberta,Edmonton,Canada,2014-01-01,1 January 2014,Assistive Technologies: Principles and Practice: Fourth Edition,,21100806106,Book,,81,0
2-s2.0-84966922398,10.1201/b16454,Environmental risk assessment: A toxicological approach,bk,Book,Simon T.,United States Environmental Protection Agency,"Washington, D.C.",United States,2014-01-01,1 January 2014,Environmental Risk Assessment: A Toxicological Approach,,21100878429,Book,,15,0
2-s2.0-84949460641,10.1007/978-0-387-72639-7,The Neuropsychology of Attention,bk,Book,Cohen R.A.,The Warren Alpert Medical School;University of Florida College of Medicine,Providence;Gainesville,United States;United States,2014-01-01,1 January 2014,The Neuropsychology of Attention,,21100428943,Book,,80,0
2-s2.0-84926481913,10.1007/978-0-387-72639-7,The neuropsychology of attention: Second edition,bk,Book,Cohen R.A.,The Warren Alpert Medical School;University of Florida College of Medicine,Providence;Gainesville,United States;United States,2013-12-01,1 December 2013,The Neuropsychology of Attention: Second Edition,,21100384298,Book,,35,0
2-s2.0-84937473562,10.4018/978-1-4666-4321-5.ch011,Normalizing Cross-Border Healthcare in Europe via New E-Prescription Paradigms,ch,Book Chapter,Berler A.,National School of Public Health,Athens,Greece,2013-07-31,"July 31, 2013",Research Perspectives on the Role of Informatics in Health Policy and Management,,21100418998,Book,,14,0
2-s2.0-84906020966,10.1016/C2012-0-06121-2,Strategic intelligence management: National security imperatives and information and communications technologies,bk,Book,Akhgar B.,Sheffield Hallam University,Sheffield,United Kingdom,2013-01-01,March 2013,Strategic Intelligence Management: National Security Imperatives and Information and Communications Technologies,,21100329624,Book,,9,0
2-s2.0-85041156174,10.1016/C2009-0-24104-3,"Lees' Loss Prevention in the Process Industries: Hazard Identification, Assessment And Control: Fourth Edition",bk,Book,Mannan S.,College of Engineering,College Station,United States,2012-08-01,"August 01, 2012","Lees' Loss Prevention in the Process Industries: Hazard Identification, Assessment and Control: Fourth Edition",,21101258201,Book,,122,0
2-s2.0-85027313675,10.1007/978-94-007-2543-0,Privacy impact assessment,bk,Book,Wright D.,Trilateral Research Ltd,London,United Kingdom,2012-01-01,1 January 2012,Privacy Impact Assessment,,21100826881,Book,,111,0
2-s2.0-84920104316,10.1093/acprof:oso/9780199547951.001.0001,"Biodiversity, Ecosystem Functioning, and Human Wellbeing: An Ecological and Economic Perspective",bk,Book,Naeem S.,Columbia University,New York,United States,2009-07-30,"July 30, 2009","Biodiversity, Ecosystem Functioning, and Human Wellbeing: An Ecological and Economic Perspective",,21100363721,Book,,282,0
2-s2.0-85056937117,,Human factors in simple and complex systems,bk,Book,Proctor R.W.,Purdue University,West Lafayette,United States,2008-01-01,1 January 2008,"Human Factors in Simple and Complex Systems, Second Edition",,21100886903,Book,,253,0
2-s2.0-84950237851,10.4135/9781412939645,21st century sociology: A reference handbook,bk,Book,Bryant C.D.,Virginia Polytechnic Institute and State University,Blacksburg,United States,2007-01-01,1 January 2007,21st Century Sociology: A Reference Handbook,,21100973375,Book,,24,0
2-s2.0-85041120899,10.1016/B978-0-7506-7555-0.X5081-6,"Lees' Loss Prevention in the Process Industries: Hazard Identification, Assessment and Control: Third Edition",bk,Book,Mannan M.S.,Texas A&amp;M University,College Station,United States,2004-12-01,"December 01, 2004","Lees' Loss Prevention in the Process Industries: Hazard Identification, Assessment and Control: Third Edition",,21101258202,Book,,12,0
