Authors,Author full names,Author(s) ID,title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,doi,Link,Document Type,Publication Stage,Open Access,Source,EID
Eleuteri S.; Toso M.,"Eleuteri, Stefano (35728439100); Toso, Margherita (58475867200)",35728439100; 58475867200,How the smartphone apps can improve your sexual wellbeing,2024,International Journal of Impotence Research,36,7,,781,785,4,3,10.1038/s41443-023-00730-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164173483&doi=10.1038%2fs41443-023-00730-4&partnerID=40&md5=f28e4d1b5f7ce6e0b1e063a079728023,Article,Final,,Scopus,2-s2.0-85164173483
Kumaran V.V.; Nathan S.S.; Hussain A.; Hashim N.L.,"Kumaran, Vikniswari Vija (57205633747); Nathan, Shelena Soosay (57188876727); Hussain, Azham (56212649500); Hashim, Nor Laily (16052739400)",57205633747; 57188876727; 56212649500; 16052739400,Mobile banking usability evaluation among deaf: A review on financial technology and digital economy prospects,2019,International Journal of Interactive Mobile Technologies,13,11,,24,33,9,5,10.3991/ijim.v13i11.11512,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077890847&doi=10.3991%2fijim.v13i11.11512&partnerID=40&md5=6ae6ae08e90e77cb2cde614bae81d11e,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85077890847
Ruiz-Ramírez J.A.; Olarte-Arias Y.A.; Glasserman-Morales L.D.,"Ruiz-Ramírez, Jessica Alejandra (57214294814); Olarte-Arias, Yury Arenis (57211406202); Glasserman-Morales, Leonardo David (57211943309)",57214294814; 57211406202; 57211943309,Educational processes for health and disease self-management in public health: A systematic review,2021,International Journal of Environmental Research and Public Health,18,12,6448,,,,10,10.3390/ijerph18126448,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107863099&doi=10.3390%2fijerph18126448&partnerID=40&md5=b1d7d722730e1a8bb8710a7ae7900d78,Review,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85107863099
Radha R.C.; Raghavendra B.S.; Subhash B.V.; Rajan J.; Narasimhadhan A.V.,"Radha, R.C. (58579318000); Raghavendra, B.S. (57218502639); Subhash, B.V. (55839769700); Rajan, Jeny (23470813600); Narasimhadhan, A.V. (35810954100)",58579318000; 57218502639; 55839769700; 23470813600; 35810954100,Machine learning techniques for periodontitis and dental caries detection: A narrative review,2023,International Journal of Medical Informatics,178,,105170,,,,11,10.1016/j.ijmedinf.2023.105170,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168012265&doi=10.1016%2fj.ijmedinf.2023.105170&partnerID=40&md5=7bf2e45df9669f14d2ca45292034acbc,Review,Final,,Scopus,2-s2.0-85168012265
Raman Y.; Surif J.; Ibrahim N.H.,"Raman, Yasheni (58972558700); Surif, Johari (56038963800); Ibrahim, Nor Hasniza (56236896400)",58972558700; 56038963800; 56236896400,The Effect of Problem Based Learning Approach in Enhancing Problem Solving Skills in Chemistry Education: A Systematic Review,2024,International Journal of Interactive Mobile Technologies,18,5,,91,111,20,0,10.3991/ijim.v18i05.47929,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189634348&doi=10.3991%2fijim.v18i05.47929&partnerID=40&md5=d167d7cd10b6c550073424ad43b99d15,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85189634348
Moulaei K.; Dinari F.; Hosseini M.; Almasi S.; Sabet B.; Anabestani R.; Afrash M.R.,"Moulaei, Khadijeh (57200661149); Dinari, Fatemeh (57433713100); Hosseini, Mobina (58222817300); Almasi, Sohrab (57218764884); Sabet, Babak (6506730822); Anabestani, Romina (57217101739); Afrash, Mohammad Reza (57204183233)",57200661149; 57433713100; 58222817300; 57218764884; 6506730822; 57217101739; 57204183233,"Exploring tele-speech therapy: A scoping review of interventions, applications, benefits, and challenges",2025,International Journal of Medical Informatics,195,,105784,,,,1,10.1016/j.ijmedinf.2025.105784,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214331171&doi=10.1016%2fj.ijmedinf.2025.105784&partnerID=40&md5=10ee746ab516c78a9e21e9a6b09ed569,Review,Final,,Scopus,2-s2.0-85214331171
Kinast B.; Lutz M.; Schreiweis B.,"Kinast, Benjamin (57231500800); Lutz, Matthias (56396128100); Schreiweis, Björn (55562120100)",57231500800; 56396128100; 55562120100,Telemonitoring of real-world health data in cardiology: A systematic review,2021,International Journal of Environmental Research and Public Health,18,17,9070,,,,15,10.3390/ijerph18179070,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113476572&doi=10.3390%2fijerph18179070&partnerID=40&md5=52bee3bb371a64f54c48f7884e52704e,Review,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85113476572
Svela A.; Nouri J.; Viberg O.; Zhang L.,"Svela, Alexander (57210748762); Nouri, Jalal (36608737900); Viberg, Olga (55816643800); Zhang, Lechen (57203555627)",57210748762; 36608737900; 55816643800; 57203555627,A systematic review of tablet technology in mathematics education,2019,International Journal of Interactive Mobile Technologies,13,8,,139,158,19,15,10.3991/ijim.v13i08.10795,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071356814&doi=10.3991%2fijim.v13i08.10795&partnerID=40&md5=98e3f26742390c05d80551f9bfd07312,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85071356814
Lim W.W.; Yeo K.J.; Handayani L.,"Lim, Wai Wai (57211779803); Yeo, Kee Jiar (57211782863); Handayani, Lina (36145856500)",57211779803; 57211782863; 36145856500,A systematic review on interventions for children with dyslexia,2023,International Journal of Evaluation and Research in Education,12,3,,1674,1682,8,4,10.11591/ijere.v12i3.25099,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171287813&doi=10.11591%2fijere.v12i3.25099&partnerID=40&md5=50ef6569272d6b1d861c7375bab1e304,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85171287813
Medel D.; González-González C.S.; Aciar S.V.,"Medel, Diego (57212494356); González-González, Carina S. (22234459200); Aciar, Silvana V. (16444129300)",57212494356; 22234459200; 16444129300,Social Relations and Methods in Recommender Systems: A Systematic Review,2022,International Journal of Interactive Multimedia and Artificial Intelligence,7,4,,7,17,10,4,10.9781/ijimai.2021.12.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131681137&doi=10.9781%2fijimai.2021.12.004&partnerID=40&md5=c373558342f16c6d7be4d8ddb822d672,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85131681137
Terenti M.; Vatavu R.-D.,"Terenti, Mihail (57396674400); Vatavu, Radu-Daniel (24504604700)",57396674400; 24504604700,VIREO: Web-based Graphical Authoring of Vibrotactile Feedback for Interactions with Mobile and Wearable Devices,2023,International Journal of Human-Computer Interaction,39,20,,4162,4180,18,6,10.1080/10447318.2022.2109584,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136491168&doi=10.1080%2f10447318.2022.2109584&partnerID=40&md5=f162de4dc25b67af377d96f8bc37e015,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85136491168
Lee M.; Lee H.; Kim Y.; Kim J.; Cho M.; Jang J.; Jang H.,"Lee, Mikyung (58455780900); Lee, Hyeonkyeong (8116516100); Kim, Youlim (57205134929); Kim, Junghee (57211615561); Cho, Mikyeong (57205136811); Jang, Jaeun (57205140298); Jang, Hyoeun (57205137447)",58455780900; 8116516100; 57205134929; 57211615561; 57205136811; 57205140298; 57205137447,Mobile app-based health promotion programs: A systematic review of the literature,2018,International Journal of Environmental Research and Public Health,15,12,2838,,,,161,10.3390/ijerph15122838,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058739708&doi=10.3390%2fijerph15122838&partnerID=40&md5=e04401cf1add11743ccdcd56e071cc87,Review,Final,,Scopus,2-s2.0-85058739708
Pradal-Cano L.; Lozano-Ruiz C.; Pereyra-Rodríguez J.J.; Saigí-Rubió F.; Bach-Faig A.; Esquius L.; Xavier Medina F.; Aguilar-Martínez A.,"Pradal-Cano, Laura (57219909370); Lozano-Ruiz, Carolina (57219909095); Pereyra-Rodríguez, José Juan (24463926500); Saigí-Rubió, Francesc (36935935900); Bach-Faig, Anna (20733643300); Esquius, Laura (26867699400); Xavier Medina, F. (7101954358); Aguilar-Martínez, Alicia (55892939000)",57219909370; 57219909095; 24463926500; 36935935900; 20733643300; 26867699400; 7101954358; 55892939000,Using mobile applications to increase physical activity: A systematic review,2020,International Journal of Environmental Research and Public Health,17,21,8238,1,16,15,41,10.3390/ijerph17218238,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096030028&doi=10.3390%2fijerph17218238&partnerID=40&md5=ea27cff6053f4422674067d660871032,Review,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85096030028
Triantafyllidis A.; Kondylakis H.; Katehakis D.; Kouroubali A.; Alexiadis A.; Segkouli S.; Votis K.; Tzovaras D.,"Triantafyllidis, Andreas (26322152900); Kondylakis, Haridimos (23389397400); Katehakis, Dimitrios (6603615029); Kouroubali, Angelina (13003899300); Alexiadis, Anastasios (57215480913); Segkouli, Sofia (56347914200); Votis, Konstantinos (12788889700); Tzovaras, Dimitrios (13105681700)",26322152900; 23389397400; 6603615029; 13003899300; 57215480913; 56347914200; 12788889700; 13105681700,Smartwatch interventions in healthcare: A systematic review of the literature,2024,International Journal of Medical Informatics,190,,105560,,,,6,10.1016/j.ijmedinf.2024.105560,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199089712&doi=10.1016%2fj.ijmedinf.2024.105560&partnerID=40&md5=c2ddf6000748873da1ab43151d58428f,Review,Final,,Scopus,2-s2.0-85199089712
Jha S.; Jewer S.; Agyapong V.I.O.; Orji R.,"Jha, Smriti (58160114400); Jewer, Seana (58923351200); Agyapong, Vincent I. O. (21734266300); Orji, Rita (36802416800)",58160114400; 58923351200; 21734266300; 36802416800,Can Your Smartphone Save A Life? A Systematic Review of Mobile-Based Interventions For Suicide Prevention,2025,International Journal of Human-Computer Interaction,41,1,,723,741,18,2,10.1080/10447318.2024.2323274,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186945913&doi=10.1080%2f10447318.2024.2323274&partnerID=40&md5=8f2d494310a21a32eb4eeeeef58c08c7,Article,Final,,Scopus,2-s2.0-85186945913
Rattanawiboonsom V.; Khan N.,"Rattanawiboonsom, Vichayanan (57188820730); Khan, Nohman (57214892519)",57188820730; 57214892519,Blockchain Technology in Mobile Payments: A Systematic Review of Security Enhancements in Mobile Commerce,2024,International Journal of Interactive Mobile Technologies ,18,21,,134,148,14,1,10.3991/ijim.v18i21.52099,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209773389&doi=10.3991%2fijim.v18i21.52099&partnerID=40&md5=eeda2433c374c6664ab72b0fba533c91,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85209773389
Castro Á.; Barrada J.R.,"Castro, Ángel (25621061500); Barrada, Juan Ramón (8917772300)",25621061500; 8917772300,Dating apps and their sociodemographic and psychosocial correlates: A systematic review,2020,International Journal of Environmental Research and Public Health,17,18,6500,1,25,24,81,10.3390/ijerph17186500,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090507043&doi=10.3390%2fijerph17186500&partnerID=40&md5=e68a4b6a1569e0d31802ce4e9a1be8fe,Review,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85090507043
Ortis A.; Caponnetto P.; Polosa R.; Urso S.; Battiato S.,"Ortis, Alessandro (55866544200); Caponnetto, Pasquale (23093089200); Polosa, Riccardo (7005154272); Urso, Salvatore (56857347100); Battiato, Sebastiano (6603989025)",55866544200; 23093089200; 7005154272; 56857347100; 6603989025,A report on smoking detection and quitting technologies,2020,International Journal of Environmental Research and Public Health,17,7,2614,,,,29,10.3390/ijerph17072614,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083418207&doi=10.3390%2fijerph17072614&partnerID=40&md5=d37d8ace68ca9de1033edf3aa78f91a4,Review,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85083418207
Mkpojiogu E.O.C.; Hussain A.; Agbudu M.O.,"Mkpojiogu, Emmanuel O.C. (56946874700); Hussain, Azham (56212649500); Agbudu, Monday Onah (57222627470)",56946874700; 56212649500; 57222627470,Security Issues in the Use of Mobile Educational Apps: A Review,2021,International Journal of Interactive Mobile Technologies,15,6,,124,137,13,8,10.3991/ijim.v15i06.20631,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103511672&doi=10.3991%2fijim.v15i06.20631&partnerID=40&md5=deb90d9bf21d9f4a947d5e34a01b47f3,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85103511672
Anselmo C.T.; Prudente M.S.; Aquino J.L.R.; Dumelod D.A.; Cabrera F.R.,"Anselmo, Charlie T. (59511249100); Prudente, Maricar S. (6602077243); Aquino, Jonathan Lord R. (57193677670); Dumelod, Donabel A. (59511000400); Cabrera, Freddie R. (57193684800)",59511249100; 6602077243; 57193677670; 59511000400; 57193684800,A Systematic Review of the Effectiveness of Mobile Learning Tools in Enhancing Physics Education,2024,"International Journal of Learning, Teaching and Educational Research",23,12,,237,257,20,1,10.26803/ijlter.23.12.13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214819211&doi=10.26803%2fijlter.23.12.13&partnerID=40&md5=d4462ee213ecb02adf9d020b05d32b99,Article,Final,,Scopus,2-s2.0-85214819211
Pritchard R.,"Pritchard, Ray (57195259839)",57195259839,Revealed preference methods for studying bicycle route choice—a systematic review,2018,International Journal of Environmental Research and Public Health,15,3,470,,,,52,10.3390/ijerph15030470,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043460411&doi=10.3390%2fijerph15030470&partnerID=40&md5=87114ccd8cd4f452102faaf08ce4aa5c,Review,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85043460411
Ofosu-Asare Y.,"Ofosu-Asare, Yaw (57219416799)",57219416799,"Developing classroom ICT teaching techniques, principles and practice for teachers in rural Ghana without access to computers or internet: a framework based on literature review",2024,International Journal of Information and Learning Technology,41,3,,262,279,17,6,10.1108/IJILT-04-2023-0045,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194143582&doi=10.1108%2fIJILT-04-2023-0045&partnerID=40&md5=ee1409199c9f00f176c1470f3f53d83b,Review,Final,,Scopus,2-s2.0-85194143582
Shankar A.; Jebarajakirthy C.; Nayal P.; Maseeh H.I.; Kumar A.; Sivapalan A.,"Shankar, Amit (57188841283); Jebarajakirthy, Charles (56085844300); Nayal, Preeti (57214248219); Maseeh, Haroon Iqbal (57223003724); Kumar, Aman (57741553900); Sivapalan, Achchuthan (57225205017)",57188841283; 56085844300; 57214248219; 57223003724; 57741553900; 57225205017,Online food delivery: A systematic synthesis of literature and a framework development,2022,International Journal of Hospitality Management,104,,103240,,,,130,10.1016/j.ijhm.2022.103240,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134482678&doi=10.1016%2fj.ijhm.2022.103240&partnerID=40&md5=e280846311312e960bde8aff96d8cedc,Article,Final,,Scopus,2-s2.0-85134482678
Jha S.; Chan G.; Jewer S.; Agyapong V.I.O.; Orji R.,"Jha, Smriti (58160114400); Chan, Gerry (56315569000); Jewer, Seana (58923351200); Agyapong, Vincent I. O. (21734266300); Orji, Rita (36802416800)",58160114400; 56315569000; 58923351200; 21734266300; 36802416800,Engaging Caregivers in the Design of LifeLink: A Persuasive Mobile Application for Suicide Prevention,2025,International Journal of Human-Computer Interaction,,,,,,,0,10.1080/10447318.2025.2453608,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216531218&doi=10.1080%2f10447318.2025.2453608&partnerID=40&md5=3abd3282e27ea9a0535d06374c4c01a5,Article,Article in press,,Scopus,2-s2.0-85216531218
Saheb T.,"Saheb, Tahereh (57195776188)",57195776188,Big data analytics in the context of internet of things and the emergence of real-time systems: A systematic literature review,2018,International Journal of High Performance Systems Architecture,8,2-Jan,,34,50,16,11,10.1504/IJHPSA.2018.094143,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052314019&doi=10.1504%2fIJHPSA.2018.094143&partnerID=40&md5=b58e7718084eea7089d1291db478b1ec,Review,Final,,Scopus,2-s2.0-85052314019
Souza do Nascimento V.; Teotonio Rodrigues A.; Rotta I.; de Mendonça Lima T.; Melo Aguiar P.,"Souza do Nascimento, Viviane (58237143200); Teotonio Rodrigues, Aline (58237630200); Rotta, Inajara (55332235300); de Mendonça Lima, Tácio (57194286965); Melo Aguiar, Patricia (18833393500)",58237143200; 58237630200; 55332235300; 57194286965; 18833393500,Evaluation of mobile applications focused on the care of patients with anxiety disorders: A systematic review in app stores in Brazil,2023,International Journal of Medical Informatics,175,,105087,,,,3,10.1016/j.ijmedinf.2023.105087,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158110976&doi=10.1016%2fj.ijmedinf.2023.105087&partnerID=40&md5=d47707307ae22d97ea7d343b8f8fc772,Review,Final,,Scopus,2-s2.0-85158110976
Birkmeyer S.; Wirtz B.W.; Langer P.F.,"Birkmeyer, Steven (56495414400); Wirtz, Bernd W. (33768235800); Langer, Paul F. (57189708417)",56495414400; 33768235800; 57189708417,Determinants of mHealth success: An empirical investigation of the user perspective,2021,International Journal of Information Management,59,,102351,,,,78,10.1016/j.ijinfomgt.2021.102351,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104087428&doi=10.1016%2fj.ijinfomgt.2021.102351&partnerID=40&md5=c66835f51f9b8a8ae80749a54a594aaf,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85104087428
Bahurmuz N.; Alnajim R.; Al-Mutairi R.; Al-Shingiti Z.; Saleem F.; Fakieh B.,"Bahurmuz, Naela (57222185019); Alnajim, Rishaa (57226105502); Al-Mutairi, Rasha (57226120822); Al-Shingiti, Zainab (57226099630); Saleem, Farrukh (34067813900); Fakieh, Bahjat (57151428100)",57222185019; 57226105502; 57226120822; 57226099630; 34067813900; 57151428100,Requirements elicitation techniques in mobile applications: A systematic literature review,2021,International Journal of Information Technology Project Management,12,3,,1,18,17,3,10.4018/IJITPM.2021070101,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110492313&doi=10.4018%2fIJITPM.2021070101&partnerID=40&md5=9265febc59b9dbac323e71fdffd21e89,Review,Final,,Scopus,2-s2.0-85110492313
Kim H.-N.; Seo K.,"Kim, Han-Na (57022849000); Seo, Kyoungsan (57191710205)",57022849000; 57191710205,Smartphone-based health program for improving physical activity and tackling obesity for young adults: A systematic review and meta-analysis,2020,International Journal of Environmental Research and Public Health,17,1,15,,,,47,10.3390/ijerph17010015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076888620&doi=10.3390%2fijerph17010015&partnerID=40&md5=f435cdd82fac4abedeca2cef1d100ed4,Review,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85076888620
Saare M.A.; Hussain A.; Yue W.S.,"Saare, Murtaja Ali (57202043131); Hussain, Azham (56212649500); Yue, Wong Seng (57203156957)",57202043131; 56212649500; 57203156957,Investigating the effectiveness of mobile peer support to enhance the quality of life of older adults: A systematic literature review,2019,International Journal of Interactive Mobile Technologies,13,4,,130,139,9,9,10.3991/ijim.v13i04.10525,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067105325&doi=10.3991%2fijim.v13i04.10525&partnerID=40&md5=8a04dc59a7bbba36e08c76559e59b706,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85067105325
Abbas S.; Abu Talib M.; Nasir Q.; Idhis S.; Alaboudi M.; Mohamed A.,"Abbas, Sohail (49361002300); Abu Talib, Manar (56521230400); Nasir, Qassim (9734443200); Idhis, Sally (57230317900); Alaboudi, Mariam (58781876300); Mohamed, Ali (57206264723)",49361002300; 56521230400; 9734443200; 57230317900; 58781876300; 57206264723,Radio frequency fingerprinting techniques for device identification: a survey,2024,International Journal of Information Security,23,2,,1389,1427,38,9,10.1007/s10207-023-00801-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180721276&doi=10.1007%2fs10207-023-00801-z&partnerID=40&md5=d759e0c0b20c2c47ca6a6d81b377b87c,Article,Final,,Scopus,2-s2.0-85180721276
Almeida A.F.; Rocha N.P.; Silva A.G.,"Almeida, Ana F. (57214670605); Rocha, Nelson P. (57200143400); Silva, Anabela G. (57657422200)",57214670605; 57200143400; 57657422200,Methodological quality of manuscripts reporting on the usability of mobile applications for pain assessment and management: A systematic review,2020,International Journal of Environmental Research and Public Health,17,3,785,,,,13,10.3390/ijerph17030785,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078934995&doi=10.3390%2fijerph17030785&partnerID=40&md5=27e91f94fb7151c1211ac3439cca7cb2,Review,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85078934995
Baker E.J.; Abu Bakar J.A.;  Zulkifli A.N.,"Baker, Esraa Jaffar (57196039129); Abu Bakar, Juliana Aida (24476223700);  Zulkifli, Abdul Nasir (35199425400)",57196039129; 24476223700; 35199425400,Elements of Engagement in Promoting Social Acceptance of Mobile Augmented Reality Application,2020,International Journal of Interactive Mobile Technologies,14,17,,66,78,12,9,10.3991/ijim.v14i17.16555,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097236633&doi=10.3991%2fijim.v14i17.16555&partnerID=40&md5=d94b7cfae483566a3c35841acf32d493,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85097236633
Hussain A.; Mkpojiogu E.O.C.; Okoroafor P.C.,"Hussain, Azham (56212649500); Mkpojiogu, Emmanuel O.C. (56946874700); Okoroafor, Pauline Chiamaka (57222618984)",56212649500; 56946874700; 57222618984,Assisting Children with Autism Spectrum Disorder with Educational Mobile Apps to Acquire Language and Communication Skills: A Review,2021,International Journal of Interactive Mobile Technologies,15,6,,161,170,9,19,10.3991/ijim.v15i06.20621,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103506750&doi=10.3991%2fijim.v15i06.20621&partnerID=40&md5=d3c0823804019fffebf7f530b066d826,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85103506750
Hsieh M.-F.; Slavin V.; Huang M.-Z.; Wang H.-H.; Hsieh H.-F.,"Hsieh, Mei-Fei (59793253800); Slavin, Valerie (55577909700); Huang, Mei-Zen (57506672700); Wang, Hsiu-Hung (59789696300); Hsieh, Hsiu-Fen (55948162600)",59793253800; 55577909700; 57506672700; 59789696300; 55948162600,mHealth use during pregnancy: A systematic review,2025,International Journal of Gynecology and Obstetrics,,,,,,,0,10.1002/ijgo.70205,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004599735&doi=10.1002%2fijgo.70205&partnerID=40&md5=77251b6c4524f44cee162230628907c9,Review,Article in press,,Scopus,2-s2.0-105004599735
Zhang Y.; Li X.,"Zhang, Yao (59828043400); Li, Xiaoming (35226537500)",59828043400; 35226537500,Uses of information and communication technologies in HIV self-management: A systematic review of global literature,2017,International Journal of Information Management,37,2,,75,83,8,20,10.1016/j.ijinfomgt.2016.11.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006789704&doi=10.1016%2fj.ijinfomgt.2016.11.003&partnerID=40&md5=7619bf63c8ac1d6593604c7de99e81da,Review,Final,,Scopus,2-s2.0-85006789704
Notley C.; Brown T.J.; Bauld L.; Hardeman W.; Holland R.; Naughton F.; Orton S.; Ussher M.,"Notley, Caitlin (8231949800); Brown, Tracey J. (56763221400); Bauld, Linda (55888724100); Hardeman, Wendy (6603849969); Holland, Richard (7202201173); Naughton, Felix (15760090300); Orton, Sophie (54879554400); Ussher, Michael (6603960588)",8231949800; 56763221400; 55888724100; 6603849969; 7202201173; 15760090300; 54879554400; 6603960588,Development of a complex intervention for the maintenance of postpartum smoking abstinence: process for defining evidence-based intervention,2019,International Journal of Environmental Research and Public Health,16,11,1968,,,,5,10.3390/ijerph16111968,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067464256&doi=10.3390%2fijerph16111968&partnerID=40&md5=96b3215dcf34a471a3011636970b1169,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85067464256
Motta-Yanac E.; Riley V.; Ellis N.J.; Mankoo A.; Gidlow C.J.,"Motta-Yanac, Emily (59459619100); Riley, Victoria (57201319781); Ellis, Naomi J. (15044126100); Mankoo, Aman (57492887200); Gidlow, Christopher J. (8634080200)",59459619100; 57201319781; 15044126100; 57492887200; 8634080200,The digital prescription: A systematic review and meta-analysis of smartphone apps for blood pressure control,2025,International Journal of Medical Informatics,195,,105755,,,,0,10.1016/j.ijmedinf.2024.105755,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211146976&doi=10.1016%2fj.ijmedinf.2024.105755&partnerID=40&md5=e20076c154e0a26cf926ef5f4e847c00,Review,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85211146976
Richardson B.; Campbell-Yeo M.; Smit M.,"Richardson, Brianna (57201431604); Campbell-Yeo, Marsha (14526873200); Smit, Michael (22235288500)",57201431604; 14526873200; 22235288500,Mobile Application User Experience Checklist: A Tool to Assess Attention to Core UX Principles,2021,International Journal of Human-Computer Interaction,37,13,,1283,1290,7,19,10.1080/10447318.2021.1876361,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100249070&doi=10.1080%2f10447318.2021.1876361&partnerID=40&md5=cce3ee706905da370b4ac174f469ee12,Article,Final,,Scopus,2-s2.0-85100249070
Saare M.A.; Hussain A.; Yue W.S.,"Saare, Murtaja Ali (57202043131); Hussain, Azham (56212649500); Yue, Wong Seng (57203156957)",57202043131; 56212649500; 57203156957,Relationships between the older adult's cognitive decline and quality of life: The mediating role of the assistive mobile health applications,2019,International Journal of Interactive Mobile Technologies,13,10,,42,55,13,7,10.3991/ijim.v13i10.11288,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073097002&doi=10.3991%2fijim.v13i10.11288&partnerID=40&md5=a403c9454eda7ab965c87c7f20abbbc1,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85073097002
Li X.; Sulaiman N.A.; Aziz A.A.,"Li, Xin (59418127300); Sulaiman, Nur Ainil (55629952100); Aziz, Azlina Abdul (56375684000)",59418127300; 55629952100; 56375684000,A Systematic Review of Blended Learning in Higher Education: Second Language Acquisition through the Community of Inquiry Framework,2024,"International Journal of Learning, Teaching and Educational Research",23,10,,226,251,25,0,10.26803/ijlter.23.10.11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209753420&doi=10.26803%2fijlter.23.10.11&partnerID=40&md5=cfda9e500d7a327a571dc17cbddde363,Review,Final,,Scopus,2-s2.0-85209753420
Chamorro-Atalaya O.; Morales-Romero G.; Quispe-Andía A.; Quispe-Guía S.; Guía-Altamirano T.; Auqui-Ramos E.; Linares-Sánchez G.; Sandoval-Nizama G.; Arévalo-Tuesta J.A.,"Chamorro-Atalaya, Omar (57729726800); Morales-Romero, Guillermo (57226641946); Quispe-Andía, Adrián (57322720800); Quispe-Guía, Shirley (57323202500); Guía-Altamirano, Teresa (57322720900); Auqui-Ramos, Elizabeth (57350933100); Linares-Sánchez, Guillermo (58162314800); Sandoval-Nizama, Genaro (57892905800); Arévalo-Tuesta, José Antonio (57396261800)",57729726800; 57226641946; 57322720800; 57323202500; 57322720900; 57350933100; 58162314800; 57892905800; 57396261800,"Contribution of Augmented Reality in Teaching and Learning, in the Midst of COVID-19: Systematic Review",2023,"International Journal of Learning, Teaching and Educational Research",22,2,,302,322,20,4,10.26803/ijlter.22.2.17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151152072&doi=10.26803%2fijlter.22.2.17&partnerID=40&md5=a72980a20e5a326ce919caf9edbd6059,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85151152072
